Age,Age_Cohort,Band,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,EEO_Job_Category,Employment_Status,Ethnic_Background,Gender,Generation,Job_Family,Job_Function,Location,Managerial_Employee,Minority,Organization_Tenure_Months,Organization_Tenure,Employee_ID,Employee_Name,Salary,Salary_Range,Employment_Type,Employment_Type_2,High_Potential,Prev_Performance_Rating,Prev_Successor,Successor,Successor_Duration,Successor_Readiness,Curr_Performance_Rating,Org_Unit_Level_1,Org_Unit_Level_2,Org_Unit_Level_3,Flight_Risk_Grouping,1_Flight_Risk_Driver,1_Flight_Risk_Driver_Value,2_Flight_Risk_Driver,2_Flight_Risk_Driver_Value,3_Flight_Risk_Driver,3_Flight_Risk_Driver_Value,Flight_Risk
20,20-24,GR-08-Salary Grade 08,Yes,Low,Medium,No,Officials and Administrators,Active,Caucasian,Female,Generation Z,Managers - Business Ops,Business Development,North America,Non-Managerial,Non-Minority,2,<3 Months,802985,Stephanie Thorn,85000,$80k-<$100k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Corporate,Unallocated,Unallocated,Unallocated,Unallocated,,Unallocated,,Unallocated,,0
34,30-34,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Y,Administrative Support,Sales,North America,Non-Managerial,Non-Minority,36,3 Years,GOV_41113,Barbara McNiel Hedgpeth,30000,$30k-<$40k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of the Secretary,Planning,Low,Band,Unallocated,Organization Tenure (Months),28-62,Employment Type,Full-Time-Regular,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,136,13 Years,FIN_DK1570,Eric Liles,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Customer Relations,Customer Support,Low,Age (Years),0-25,Average Hours,40+,Generation,Generation Y (1979 -,0
29,25-29,Unallocated,No,Medium,High,No,1st/Mid Level Officials & Mgrs,Inactive or Other,Caucasian,Female,Generation Y,Managers - Business Ops,Sales,North America,Non-Managerial,Non-Minority,72,6 Years,GOV_33646ABC,Rachel Gutman,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Policy and Planning,Information Management,Low,Age (Years),26-41,Band,Unallocated,Generation,Generation Y (1979 -,1
32,30-34,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Male,Generation Y,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,72,6 Years,GOV_15244ABC,Michael Wylie,40000,$40k-<$50k,Full-Time,Regular,Yes,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of General Counsel,General and Administrative Law,Low,Generation,Generation Y (1979 -,Position Tenure (Months),63-185,Age (Years),26-41,0
28,25-29,Unallocated,Yes,Medium,High,Yes,Sales Workers,Active,Caucasian,Female,Generation Y,Account Managers (Sales),Engineering / Technical,North America,Non-Managerial,Non-Minority,48,4 Years,nnnn,Nancy Nash,40000,$40k-<$50k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Energy and Utilities,Corporate Services,Human Resources,Medium,Age (Years),26-41,Average Hours,36-40,Generation,Generation Y (1979 -,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,24,24-<30 Months,RET_DK212,Patrick Comer,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Planning and Quality Control,Low,Generation,Generation Y (1979 -,Age (Years),0-25,Band,Unallocated,0
47,45-49,Unallocated,Yes,Unallocated,Unallocated,Yes,Sales Workers,Active,Caucasian,Female,Generation X,Telemarketing Sales,Sales,North America,Non-Managerial,Non-Minority,14,12-<15 Months,GOV_94795,Stacy Hoeft,40000,$40k-<$50k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Government,Office of the Secretary,Planning,Low,Position Tenure (Months),28-62,Age (Years),42-61,Band,Unallocated,0
50,50-54,Unallocated,Yes,Low,Low,Yes,Office and Clerical,Active,Caucasian,Female,Generation X,Administrative Support,Engineering / Technical,Asia Pacific,Non-Managerial,Non-Minority,5,3-<6 Months,ENG_9100DEF,Mary Stack,50000,$50k-<$60k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Energy and Utilities,Corporate Services,Finance,Low,Band,Unallocated,Age (Years),42-61,Position Tenure (Months),43186,0
27,25-29,Unallocated,Yes,Low,Low,Yes,Sales Workers,Inactive or Other,Caucasian,Male,Generation Y,Account Managers (Sales),Store Operations,North America,Non-Managerial,Non-Minority,24,24-<30 Months,RET_58276,Matthew Stadler,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Customer Services,Department Personel,Medium,Band,Unallocated,Age (Years),26-41,Ethnic Background,Caucasian,0
49,45-49,Unallocated,Yes,Unallocated,Unallocated,Yes,Office and Clerical,Active,Caucasian,Female,Generation X,Administrative Support,Engineering / Technical,Europe,Non-Managerial,Non-Minority,5,3-<6 Months,ENG_92028882ABC,Caroline Gardner,40000,$40k-<$50k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Energy and Utilities,Operations,Field Support,High,Average Hours,40+,Organization Tenure (Months),43186,Position Tenure (Months),43186,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_DK1073,Mark Savery,85000,$80k-<$100k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Corporate Strategy,Low,Band,Unallocated,Employment Type,Full-Time-Regular,Employment Status,Active,0
31,30-34,Unallocated,Yes,High,High,Yes,Sales Workers,Active,Caucasian,Female,Generation Y,Account Managers (Sales),Store Operations,Asia Pacific,Non-Managerial,Non-Minority,96,8 Years,RET_92027199,Laura Tripp,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Retail,Customer Services,Telecommunications,Medium,Band,Unallocated,Organization Tenure (Months),63-185,Ethnic Background,Caucasian,0
51,50-54,Unallocated,No,Low,Medium,No,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,132,11 Years,GOV_33418,Benjamin Spieker,70000,$60k-<$80k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Government,Office of Policy and Planning,Information Management,Low,Average Hours,36-40,Band,Unallocated,Organization Tenure (Months),63-185,0
29,25-29,Unallocated,Yes,Medium,High,Yes,Professionals,Active,Black or African American,Male,Generation Y,Business Ops Profs,Customer Service,North America,Non-Managerial,Minority,48,4 Years,HTH_33388ABC,Michael Woodings,50000,$50k-<$60k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Healthcare,Corporate Services,Health and Safety,Medium,Band,Unallocated,Position Tenure (Months),63-185,State,Ohio,0
27,25-29,Unallocated,Yes,Medium,Medium,Yes,Sales Workers,Active,Caucasian,Female,Generation Y,Account Managers (Sales),Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_7950,Landyn Tallant,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,International Affairs,Foreign Currency,High,Age (Years),26-41,Organization Tenure (Months),63-185,City,Unallocated,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,96,8 Years,RET_DK546,Eric Feldman,85000,$80k-<$100k,Part-Time,Temporary,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Position Tenure (Months),28-62,Band,Unallocated,Organization Tenure (Months),63-185,0
29,25-29,Unallocated,Yes,Unallocated,Unallocated,Yes,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Engineering / Technical,Asia Pacific,Non-Managerial,Non-Minority,36,3 Years,ENG_43947DEF,Raymond Epling,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Customer Relations,Customer Support,Low,Band,Unallocated,State,Bangalore,Employment Type,Full-Time-Regular,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,2,<3 Months,FIN_DK1647,Anthony Murphy,85000,$80k-<$100k,Full-Time,Regular,No,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Sales and Marketing,Businesss Sales,Low,Average Hours,0-20,Band,Unallocated,Organization Tenure (Months),63-185,0
25,25-29,Unallocated,Yes,Low,Medium,Yes,Professionals,Active,Asian,Female,Generation Y,Business Ops Profs,Store Operations,Asia Pacific,Non-Managerial,Minority,5,3-<6 Months,cserif1,Bae Ko,50000,$50k-<$60k,Part-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Customer Services,Telecommunications,High,Average Hours,0-20,Organization Tenure (Months),43186,Position Tenure (Months),43186,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,2,<3 Months,RET_DK13,James Douglas,85000,$80k-<$100k,Part-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Planning and Quality Control,Low,Band,Unallocated,Organization Tenure (Months),43186,State,London,0
49,45-49,Unallocated,No,Low,Low,No,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Store Operations,North America,Managerial,Non-Minority,48,4 Years,RET_92027140,Neal Peterson,85000,$80k-<$100k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Customer Services,Department Personel,High,Band,Unallocated,Age (Years),42-61,Employment Type,Full-Time-Regular,1
50,50-54,Unallocated,No,Medium,High,Yes,Exe/Snr Level Officials & Mgrs,Active,Caucasian,Male,Generation X,Senior Leadership,Customer Service,North America,Managerial,Non-Minority,172,16 Years,HTH_92027695ABC,Joseph Varga,120000,$100k+,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Nursing,Outpatient,Medium,Average Hours,36-40,Organization Tenure (Months),186+,Age (Years),42-61,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,36,3 Years,RET_DK253,David Marrero,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Planning and Quality Control,Low,Age (Years),0-25,Position Tenure (Months),28-62,Generation,Generation Y (1979 -,1
47,45-49,Unallocated,Yes,Low,High,Yes,Sales Workers,Active,Caucasian,Female,Generation X,Account Managers (Sales),Engineering / Technical,Asia Pacific,Non-Managerial,Non-Minority,24,24-<30 Months,ENG_55146DEF,Sharon Schell,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Customer Relations,Customer Support,Low,Band,Unallocated,State,Bangalore,Employment Type,Full-Time-Regular,0
55,55-59,Unallocated,Yes,Low,High,Yes,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,96,7 Years,GOV_92027637ABC,Jeffery Lidtke,70000,$60k-<$80k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Public Affairs and Communication,Internal Communications,Low,Generation,Late Boomers (1955 -,Age (Years),42-61,Band,Unallocated,0
55,55-59,Unallocated,No,Low,Medium,Yes,1st/Mid Level Officials & Mgrs,Active,Caucasian,Female,Late Boomers,Directors/Senior Managers,Engineering / Technical,North America,Managerial,Non-Minority,1108,19 Years,ENG_92027482ABC,Erin Norling,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Operations,Field Support,High,Average Hours,40+,Generation,Late Boomers (1955 -,Age (Years),42-61,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,24,24-<30 Months,RET_DK150,Lance Cruzen,85000,$80k-<$100k,Full-Time,Regular,No,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Planning and Quality Control,Low,Band,Unallocated,State,London,Employment Type,Full-Time-Regular,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,96,8 Years,RET_DK615,Christopher Penafiel,85000,$80k-<$100k,Full-Time,Temporary,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Band,Unallocated,Position Tenure (Months),28-62,State,London,1
56,55-59,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Store Operations,North America,Non-Managerial,Non-Minority,24,24-<30 Months,RET_57992,Charles Liebelt,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Customer Services,Department Personel,High,Age (Years),42-61,Organization Tenure (Months),28-62,Position Tenure (Months),28-62,1
45,45-49,Unallocated,Yes,Unallocated,Unallocated,Yes,Office and Clerical,Active,Caucasian,Female,Generation X,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,148,14 Years,FIN_92027442,Meagan Seastrunk,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Controllers,Medium,Age (Years),42-61,Average Hours,36-40,Generation,Generation X (1964 -,0
33,30-34,Unallocated,No,Low,High,No,Sales Workers,Active,Caucasian,Female,Generation Y,Account Managers (Sales),Store Operations,North America,Managerial,Non-Minority,108,9 Years,RET_92027507,Nicole Sherman,120000,$100k+,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Distribution,Medium,Age (Years),26-41,Band,Unallocated,Employment Type,Full-Time-Regular,1
22,20-24,Unallocated,Yes,Unallocated,Unallocated,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Customer Service,North America,Non-Managerial,Non-Minority,11,9-<12 Months,HTH_99599,Erika Piskorik,40000,$40k-<$50k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Healthcare,Nursing,Outpatient,Low,Position Tenure (Months),43186,Band,Unallocated,Age (Years),0-25,0
37,35-39,Unallocated,Yes,Medium,Low,Yes,Office and Clerical,Active,Black or African American,Female,Generation X,Administrative Support,Engineering / Technical,Asia Pacific,Non-Managerial,Minority,60,5 Years,ENG_24938DEF,Lashandra Poole,30000,$30k-<$40k,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Customer Relations,Customer Support,Medium,Band,Unallocated,Employment Type,Full-Time-Regular,Employment Status,Active,0
31,30-34,Unallocated,Yes,Low,Low,Yes,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,36,3 Years,GOV_35572DEF,Jeffrey Comer,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of General Counsel,Health Law,Low,Average Hours,40+,Band,Unallocated,Age (Years),26-41,0
